image_id,region,mode,defect_pixels,defective,score
ab3fed191.jpg,1,original,4331,1,0.2306891851525697
ab3fed191.jpg,1,bright+20,4331,1,0.2999774501666618
ab3fed191.jpg,1,bright-20,4331,1,0.24287276973029268
ab3fed191.jpg,1,contrast+20%,4331,1,0.25555949582657633
ab3fed191.jpg,1,contrast-20%,4331,1,0.25663803100335714
ab3fed191.jpg,2,original,0,0,0.20183511303011273
ab3fed191.jpg,2,bright+20,0,0,0.3177431385544692
ab3fed191.jpg,2,bright-20,0,0,0.16690198331329797
ab3fed191.jpg,2,contrast+20%,0,0,0.2127180795699401
ab3fed191.jpg,2,contrast-20%,0,0,0.23298177734951367
ab3fed191.jpg,3,original,0,0,0.18001526243448696
ab3fed191.jpg,3,bright+20,0,0,0.3475760528634062
ab3fed191.jpg,3,bright-20,0,0,0.15082618228034506
ab3fed191.jpg,3,contrast+20%,0,0,0.1652724647644986
ab3fed191.jpg,3,contrast-20%,0,0,0.25826383470374475
fdabe52ee.jpg,0,original,0,0,0.5901567150365938
fdabe52ee.jpg,0,bright+20,0,0,0.9975307716626032
fdabe52ee.jpg,0,bright-20,0,0,0.9972958243191961
fdabe52ee.jpg,0,contrast+20%,0,0,0.9949233985004751
fdabe52ee.jpg,0,contrast-20%,0,0,0.9916248227613877
fdabe52ee.jpg,1,original,0,0,0.5742382390594727
fdabe52ee.jpg,1,bright+20,0,0,0.9986581346680999
fdabe52ee.jpg,1,bright-20,0,0,0.9993032738088433
fdabe52ee.jpg,1,contrast+20%,0,0,0.998726066859293
fdabe52ee.jpg,1,contrast-20%,0,0,0.9978190523212539
fdabe52ee.jpg,2,original,5481,1,0.10735262096912712
fdabe52ee.jpg,2,bright+20,5481,1,0.3074856672908999
fdabe52ee.jpg,2,bright-20,5481,1,0.43031132135509886
fdabe52ee.jpg,2,contrast+20%,5481,1,0.31747814828071297
fdabe52ee.jpg,2,contrast-20%,5481,1,0.33981731095536444
fdabe52ee.jpg,3,original,759,1,0.25432373077714054
fdabe52ee.jpg,3,bright+20,759,1,0.4380244907992935
fdabe52ee.jpg,3,bright-20,759,1,0.24021227677192059
fdabe52ee.jpg,3,contrast+20%,759,1,0.1840906437711778
fdabe52ee.jpg,3,contrast-20%,759,1,0.36810125786608516
7c27b239d.jpg,0,original,6656,1,0.43482687539422366
7c27b239d.jpg,0,bright+20,6656,1,0.5893051938116503
7c27b239d.jpg,0,bright-20,6656,1,0.3071230889954811
7c27b239d.jpg,0,contrast+20%,6656,1,0.40589853723019825
7c27b239d.jpg,0,contrast-20%,6656,1,0.48368462888460806
7c27b239d.jpg,1,original,0,0,0.40384432345001775
7c27b239d.jpg,1,bright+20,0,0,0.5247091121696519
7c27b239d.jpg,1,bright-20,0,0,0.33470245386847053
7c27b239d.jpg,1,contrast+20%,0,0,0.4050478158356423
7c27b239d.jpg,1,contrast-20%,0,0,0.4492274844929107
7c27b239d.jpg,2,original,0,0,0.12016850396065745
7c27b239d.jpg,2,bright+20,0,0,0.21555524217806799
7c27b239d.jpg,2,bright-20,0,0,0.14330220535225824
7c27b239d.jpg,2,contrast+20%,0,0,0.12076675166422386
7c27b239d.jpg,2,contrast-20%,0,0,0.16758350781817571
7c27b239d.jpg,3,original,0,0,0.19053948695212566
7c27b239d.jpg,3,bright+20,0,0,0.23879655107961484
7c27b239d.jpg,3,bright-20,0,0,0.3440792813150304
7c27b239d.jpg,3,contrast+20%,0,0,0.2191236386265815
7c27b239d.jpg,3,contrast-20%,0,0,0.24656418483594789
624e942f6.jpg,0,original,0,0,0.727415902627906
624e942f6.jpg,0,bright+20,0,0,0.9819138741935484
624e942f6.jpg,0,bright-20,0,0,0.9743208256945959
624e942f6.jpg,0,contrast+20%,0,0,0.9828849097649113
624e942f6.jpg,0,contrast-20%,0,0,0.9772998673001254
624e942f6.jpg,1,original,9116,1,0.31146909651318666
624e942f6.jpg,1,bright+20,9116,1,0.36863061448707435
624e942f6.jpg,1,bright-20,9116,1,0.3012452996929332
624e942f6.jpg,1,contrast+20%,9116,1,0.33524584176857647
624e942f6.jpg,1,contrast-20%,9116,1,0.3248055208342404
624e942f6.jpg,2,original,45824,1,0.39780173509675376
624e942f6.jpg,2,bright+20,45824,1,0.5264378074351194
624e942f6.jpg,2,bright-20,45824,1,0.3069807216904012
624e942f6.jpg,2,contrast+20%,45824,1,0.40690580321278524
624e942f6.jpg,2,contrast-20%,45824,1,0.41831232941872887
624e942f6.jpg,3,original,0,0,0.2205513676098609
624e942f6.jpg,3,bright+20,0,0,0.4073846795521491
624e942f6.jpg,3,bright-20,0,0,0.14878322443774464
624e942f6.jpg,3,contrast+20%,0,0,0.186082502172363
624e942f6.jpg,3,contrast-20%,0,0,0.30277128809964615
8c732ade1.jpg,0,original,0,0,0.3830859643574917
8c732ade1.jpg,0,bright+20,0,0,0.4151152635576409
8c732ade1.jpg,0,bright-20,0,0,0.49715601169671975
8c732ade1.jpg,0,contrast+20%,0,0,0.369287870638799
8c732ade1.jpg,0,contrast-20%,0,0,0.44815153496237325
8c732ade1.jpg,1,original,13597,1,0.3201157884171405
8c732ade1.jpg,1,bright+20,13597,1,0.39304922022820143
8c732ade1.jpg,1,bright-20,13597,1,0.3607453447190391
8c732ade1.jpg,1,contrast+20%,13597,1,0.26771714072114244
8c732ade1.jpg,1,contrast-20%,13597,1,0.4008112384365202
8c732ade1.jpg,2,original,10231,1,0.21228902333423277
8c732ade1.jpg,2,bright+20,10231,1,0.305845030309707
8c732ade1.jpg,2,bright-20,10231,1,0.247111184688859
8c732ade1.jpg,2,contrast+20%,10231,1,0.16489665670276216
8c732ade1.jpg,2,contrast-20%,10231,1,0.2921298745926328
8c732ade1.jpg,3,original,0,0,0.28907298751993477
8c732ade1.jpg,3,bright+20,0,0,0.4566833643550261
8c732ade1.jpg,3,bright-20,0,0,0.29356973786450424
8c732ade1.jpg,3,contrast+20%,0,0,0.21665913068593076
8c732ade1.jpg,3,contrast-20%,0,0,0.40300528919292206
5a6a8196b.jpg,0,original,0,0,0.4687104835117822
5a6a8196b.jpg,0,bright+20,0,0,0.44929532743181844
5a6a8196b.jpg,0,bright-20,0,0,0.6054596854030861
5a6a8196b.jpg,0,contrast+20%,0,0,0.48593939851332085
5a6a8196b.jpg,0,contrast-20%,0,0,0.5074843212383521
5a6a8196b.jpg,1,original,5376,1,0.2946998559087593
5a6a8196b.jpg,1,bright+20,5376,1,0.272072940880428
5a6a8196b.jpg,1,bright-20,5376,1,0.4369647440997344
5a6a8196b.jpg,1,contrast+20%,5376,1,0.31347035145118485
5a6a8196b.jpg,1,contrast-20%,5376,1,0.3305841227645203
5a6a8196b.jpg,2,original,4864,1,0.6758770378167742
5a6a8196b.jpg,2,bright+20,4864,1,0.5523335884411336
5a6a8196b.jpg,2,bright-20,4864,1,0.8031405050238172
5a6a8196b.jpg,2,contrast+20%,4864,1,0.754078279939857
5a6a8196b.jpg,2,contrast-20%,4864,1,0.6264056067707853
5a6a8196b.jpg,3,original,0,0,0.7488993958129952
5a6a8196b.jpg,3,bright+20,0,0,0.9864316048440858
5a6a8196b.jpg,3,bright-20,0,0,0.9948059870714564
5a6a8196b.jpg,3,contrast+20%,0,0,0.9953932139285858
5a6a8196b.jpg,3,contrast-20%,0,0,0.9814992901020997
0c2522533.jpg,0,original,0,0,0.30863462123707675
0c2522533.jpg,0,bright+20,0,0,0.4018738043220451
0c2522533.jpg,0,bright-20,0,0,0.37537404525449697
0c2522533.jpg,0,contrast+20%,0,0,0.2687531104131547
0c2522533.jpg,0,contrast-20%,0,0,0.39492449545070507
0c2522533.jpg,1,original,25216,1,0.42496118893310286
0c2522533.jpg,1,bright+20,25216,1,0.40424702549310104
0c2522533.jpg,1,bright-20,25216,1,0.5439111762454203
0c2522533.jpg,1,contrast+20%,25216,1,0.4727308999783666
0c2522533.jpg,1,contrast-20%,25216,1,0.44915828445633876
0c2522533.jpg,2,original,0,0,0.8307407954048789
0c2522533.jpg,2,bright+20,0,0,0.9952000379552088
0c2522533.jpg,2,bright-20,0,0,0.9970949029009216
0c2522533.jpg,2,contrast+20%,0,0,0.9969996003909178
0c2522533.jpg,2,contrast-20%,0,0,0.9924626856873731
0c2522533.jpg,3,original,0,0,0.6507332927849498
0c2522533.jpg,3,bright+20,0,0,0.9920342934824056
0c2522533.jpg,3,bright-20,0,0,0.9942779839298256
0c2522533.jpg,3,contrast+20%,0,0,0.9916334737959911
0c2522533.jpg,3,contrast-20%,0,0,0.9860649753693997
9e39834da.jpg,0,original,0,0,0.31620220642729335
9e39834da.jpg,0,bright+20,0,0,0.4984303599227384
9e39834da.jpg,0,bright-20,0,0,0.2172264772366318
9e39834da.jpg,0,contrast+20%,0,0,0.2573675949228367
9e39834da.jpg,0,contrast-20%,0,0,0.4038175630055788
9e39834da.jpg,1,original,11081,1,0.2913572661795636
9e39834da.jpg,1,bright+20,11081,1,0.42718001410599377
9e39834da.jpg,1,bright-20,11081,1,0.20868568315146302
9e39834da.jpg,1,contrast+20%,11081,1,0.2535139940395453
9e39834da.jpg,1,contrast-20%,11081,1,0.3519694367632832
9e39834da.jpg,2,original,3647,1,0.19483864375048007
9e39834da.jpg,2,bright+20,3647,1,0.33829609039542585
9e39834da.jpg,2,bright-20,3647,1,0.13665012841670085
9e39834da.jpg,2,contrast+20%,3647,1,0.16149817828532065
9e39834da.jpg,2,contrast-20%,3647,1,0.25610608958589226
9e39834da.jpg,3,original,32720,1,0.18895015405469012
9e39834da.jpg,3,bright+20,32720,1,0.37543620589458143
9e39834da.jpg,3,bright-20,32720,1,0.14898295170284573
9e39834da.jpg,3,contrast+20%,32720,1,0.15271709550263718
9e39834da.jpg,3,contrast-20%,32720,1,0.2819687345205491
70be92f18.jpg,0,original,0,0,0.23978504952066562
70be92f18.jpg,0,bright+20,0,0,0.33705058920647835
70be92f18.jpg,0,bright-20,0,0,0.31260153090571463
70be92f18.jpg,0,contrast+20%,0,0,0.21875906034078504
70be92f18.jpg,0,contrast-20%,0,0,0.31867395292674816
70be92f18.jpg,1,original,0,0,0.23879390841505105
70be92f18.jpg,1,bright+20,0,0,0.3301705738090276
70be92f18.jpg,1,bright-20,0,0,0.25994032699912917
70be92f18.jpg,1,contrast+20%,0,0,0.1968909634091676
70be92f18.jpg,1,contrast-20%,0,0,0.31507450742566323
70be92f18.jpg,2,original,14671,1,0.1259119878812712
70be92f18.jpg,2,bright+20,14671,1,0.19350666305541192
70be92f18.jpg,2,bright-20,14671,1,0.20051135615879598
70be92f18.jpg,2,contrast+20%,14671,1,0.11411370840951574
70be92f18.jpg,2,contrast-20%,14671,1,0.18371530153172821
70be92f18.jpg,3,original,0,0,0.21324282843233858
70be92f18.jpg,3,bright+20,0,0,0.4120482651499952
70be92f18.jpg,3,bright-20,0,0,0.16151894256226962
70be92f18.jpg,3,contrast+20%,0,0,0.15523932858518857
70be92f18.jpg,3,contrast-20%,0,0,0.31738746349201274
3124b1e5c.jpg,0,original,981,1,0.3478408602136847
3124b1e5c.jpg,0,bright+20,981,1,0.42639422821979933
3124b1e5c.jpg,0,bright-20,981,1,0.42823792144337725
3124b1e5c.jpg,0,contrast+20%,981,1,0.3098519807812976
3124b1e5c.jpg,0,contrast-20%,981,1,0.43302313752064414
3124b1e5c.jpg,1,original,1284,1,0.33352532314213235
3124b1e5c.jpg,1,bright+20,1284,1,0.372104828229016
3124b1e5c.jpg,1,bright-20,1284,1,0.4243657874968409
3124b1e5c.jpg,1,contrast+20%,1284,1,0.2993360672238582
3124b1e5c.jpg,1,contrast-20%,1284,1,0.40582743859011466
3124b1e5c.jpg,2,original,964,1,0.2596160816692974
3124b1e5c.jpg,2,bright+20,964,1,0.24781006586309204
3124b1e5c.jpg,2,bright-20,964,1,0.41356528685352467
3124b1e5c.jpg,2,contrast+20%,964,1,0.2583533311354035
3124b1e5c.jpg,2,contrast-20%,964,1,0.3092101971202355
3124b1e5c.jpg,3,original,0,0,0.3540904233801082
3124b1e5c.jpg,3,bright+20,0,0,0.34235284281326916
3124b1e5c.jpg,3,bright-20,0,0,0.553669318669245
3124b1e5c.jpg,3,contrast+20%,0,0,0.40148864265694545
3124b1e5c.jpg,3,contrast-20%,0,0,0.39657633361630984
fc113cb7e.jpg,0,original,0,0,0.49340900229672396
fc113cb7e.jpg,0,bright+20,0,0,0.34130787891264175
fc113cb7e.jpg,0,bright-20,0,0,0.6756588525454778
fc113cb7e.jpg,0,contrast+20%,0,0,0.5876230710769553
fc113cb7e.jpg,0,contrast-20%,0,0,0.4305432929303143
fc113cb7e.jpg,1,original,0,0,0.2323614935567139
fc113cb7e.jpg,1,bright+20,0,0,0.30793664523123226
fc113cb7e.jpg,1,bright-20,0,0,0.27661327160366606
fc113cb7e.jpg,1,contrast+20%,0,0,0.2013780563075197
fc113cb7e.jpg,1,contrast-20%,0,0,0.30400276319296715
fc113cb7e.jpg,2,original,0,0,0.15793013074227508
fc113cb7e.jpg,2,bright+20,0,0,0.24929098977336073
fc113cb7e.jpg,2,bright-20,0,0,0.19125630766312535
fc113cb7e.jpg,2,contrast+20%,0,0,0.1308393601088124
fc113cb7e.jpg,2,contrast-20%,0,0,0.22482041472265646
fc113cb7e.jpg,3,original,1691,1,0.09229338649956925
fc113cb7e.jpg,3,bright+20,1691,1,0.47888067972313303
fc113cb7e.jpg,3,bright-20,1691,1,0.34401158000075277
fc113cb7e.jpg,3,contrast+20%,1691,1,0.3342263900448525
fc113cb7e.jpg,3,contrast-20%,1691,1,0.40836777995202067
5c876d114.jpg,0,original,29561,1,0.28075581657677395
5c876d114.jpg,0,bright+20,29561,1,0.31587080318838806
5c876d114.jpg,0,bright-20,29561,1,0.41182086143939073
5c876d114.jpg,0,contrast+20%,29561,1,0.2954484905823381
5c876d114.jpg,0,contrast-20%,29561,1,0.3368052487250054
5c876d114.jpg,1,original,67644,1,0.28521770718652195
5c876d114.jpg,1,bright+20,67644,1,0.3427298988300107
5c876d114.jpg,1,bright-20,67644,1,0.35592478631268254
5c876d114.jpg,1,contrast+20%,67644,1,0.29730289282820344
5c876d114.jpg,1,contrast-20%,67644,1,0.3428663349658887
5c876d114.jpg,2,original,15147,1,0.2090044901264806
5c876d114.jpg,2,bright+20,15147,1,0.2295373302728809
5c876d114.jpg,2,bright-20,15147,1,0.3402294508432644
5c876d114.jpg,2,contrast+20%,15147,1,0.19867135422011525
5c876d114.jpg,2,contrast-20%,15147,1,0.2706282252802803
5c876d114.jpg,3,original,811,1,0.2219940888552581
5c876d114.jpg,3,bright+20,811,1,0.5989955525409069
5c876d114.jpg,3,bright-20,811,1,0.5431057296822265
5c876d114.jpg,3,contrast+20%,811,1,0.5244251834789315
5c876d114.jpg,3,contrast-20%,811,1,0.5593209010161463
9b2801e98.jpg,0,original,0,0,0.5884269722673392
9b2801e98.jpg,0,bright+20,0,0,0.9966628609354151
9b2801e98.jpg,0,bright-20,0,0,0.9976088088624999
9b2801e98.jpg,0,contrast+20%,0,0,0.99495347571481
9b2801e98.jpg,0,contrast-20%,0,0,0.9913751004492941
9b2801e98.jpg,1,original,0,0,0.5876989312469518
9b2801e98.jpg,1,bright+20,0,0,0.9986508545303271
9b2801e98.jpg,1,bright-20,0,0,0.9991647575470499
9b2801e98.jpg,1,contrast+20%,0,0,0.9988255198742854
9b2801e98.jpg,1,contrast-20%,0,0,0.9978210548999457
9b2801e98.jpg,2,original,4389,1,0.1970482019606235
9b2801e98.jpg,2,bright+20,4389,1,0.4361915047095789
9b2801e98.jpg,2,bright-20,4389,1,0.24882058756194864
9b2801e98.jpg,2,contrast+20%,4389,1,0.2937369560664028
9b2801e98.jpg,2,contrast-20%,4389,1,0.3533413729300672
9b2801e98.jpg,3,original,1895,1,0.45044309562650964
9b2801e98.jpg,3,bright+20,1895,1,0.6678190282980079
9b2801e98.jpg,3,bright-20,1895,1,0.2540811356872395
9b2801e98.jpg,3,contrast+20%,1895,1,0.3808243667446044
9b2801e98.jpg,3,contrast-20%,1895,1,0.5339264074532674
8f31ce4d8.jpg,0,original,0,0,0.7449794894499225
8f31ce4d8.jpg,0,bright+20,0,0,0.5520268142634469
8f31ce4d8.jpg,0,bright-20,0,0,0.8236905539197947
8f31ce4d8.jpg,0,contrast+20%,0,0,0.7560211036767065
8f31ce4d8.jpg,0,contrast-20%,0,0,0.6335778077298391
8f31ce4d8.jpg,1,original,4864,1,0.6425919874542109
8f31ce4d8.jpg,1,bright+20,4864,1,0.46697642306488424
8f31ce4d8.jpg,1,bright-20,4864,1,0.8085215686487723
8f31ce4d8.jpg,1,contrast+20%,4864,1,0.7205322407808983
8f31ce4d8.jpg,1,contrast-20%,4864,1,0.5677429139199224
8f31ce4d8.jpg,2,original,0,0,0.34204078034981594
8f31ce4d8.jpg,2,bright+20,0,0,0.23434442595722443
8f31ce4d8.jpg,2,bright-20,0,0,0.5386219708046497
8f31ce4d8.jpg,2,contrast+20%,0,0,0.3955763560945397
8f31ce4d8.jpg,2,contrast-20%,0,0,0.334063206452602
8f31ce4d8.jpg,3,original,9071,1,0.15331130221079575
8f31ce4d8.jpg,3,bright+20,9071,1,0.34325596109344986
8f31ce4d8.jpg,3,bright-20,9071,1,0.21685174077092184
8f31ce4d8.jpg,3,contrast+20%,9071,1,0.15478641141761124
8f31ce4d8.jpg,3,contrast-20%,9071,1,0.2858649980347936
2511b27f5.jpg,0,original,1857,1,0.2493591966504023
2511b27f5.jpg,0,bright+20,1857,1,0.45207311658467386
2511b27f5.jpg,0,bright-20,1857,1,0.3292875608972334
2511b27f5.jpg,0,contrast+20%,1857,1,0.30396931398837695
2511b27f5.jpg,0,contrast-20%,1857,1,0.3957786614591031
2511b27f5.jpg,1,original,0,0,0.31967871883625065
2511b27f5.jpg,1,bright+20,0,0,0.42242185605402444
2511b27f5.jpg,1,bright-20,0,0,0.3102150500496931
2511b27f5.jpg,1,contrast+20%,0,0,0.2608515951185365
2511b27f5.jpg,1,contrast-20%,0,0,0.40172760792008105
2511b27f5.jpg,2,original,0,0,0.27410258644546753
2511b27f5.jpg,2,bright+20,0,0,0.3696655956910835
2511b27f5.jpg,2,bright-20,0,0,0.30641913257950915
2511b27f5.jpg,2,contrast+20%,0,0,0.2158205383463253
2511b27f5.jpg,2,contrast-20%,0,0,0.3581754014312565
2511b27f5.jpg,3,original,0,0,0.3796705599104472
2511b27f5.jpg,3,bright+20,0,0,0.464566208033564
2511b27f5.jpg,3,bright-20,0,0,0.482574312217915
2511b27f5.jpg,3,contrast+20%,0,0,0.3455079142789088
2511b27f5.jpg,3,contrast-20%,0,0,0.4700358704573604
cd835f121.jpg,0,original,0,0,0.36192946342004073
cd835f121.jpg,0,bright+20,0,0,0.542133915458493
cd835f121.jpg,0,bright-20,0,0,0.3007450989286918
cd835f121.jpg,0,contrast+20%,0,0,0.2862975888780805
cd835f121.jpg,0,contrast-20%,0,0,0.46218081317215043
cd835f121.jpg,1,original,6297,1,0.27034343895638235
cd835f121.jpg,1,bright+20,6297,1,0.4041984293062903
cd835f121.jpg,1,bright-20,6297,1,0.21119599188774646
cd835f121.jpg,1,contrast+20%,6297,1,0.22333668106502008
cd835f121.jpg,1,contrast-20%,6297,1,0.3434135061038654
cd835f121.jpg,2,original,0,0,0.3874284337387178
cd835f121.jpg,2,bright+20,0,0,0.5575024993235773
cd835f121.jpg,2,bright-20,0,0,0.23021585884465234
cd835f121.jpg,2,contrast+20%,0,0,0.37538774368079497
cd835f121.jpg,2,contrast-20%,0,0,0.41782065314801786
cd835f121.jpg,3,original,0,0,0.29251732249836776
cd835f121.jpg,3,bright+20,0,0,0.5276188621634627
cd835f121.jpg,3,bright-20,0,0,0.21376446229995916
cd835f121.jpg,3,contrast+20%,0,0,0.316410696459403
cd835f121.jpg,3,contrast-20%,0,0,0.4082883538661775
8a88f573c.jpg,0,original,8447,1,0.5437050495016118
8a88f573c.jpg,0,bright+20,8447,1,0.7292535261927551
8a88f573c.jpg,0,bright-20,8447,1,0.40792627079149024
8a88f573c.jpg,0,contrast+20%,8447,1,0.4723549118241845
8a88f573c.jpg,0,contrast-20%,8447,1,0.6239592704091433
8a88f573c.jpg,1,original,1124,1,0.5131913427372099
8a88f573c.jpg,1,bright+20,1124,1,0.643352909128839
8a88f573c.jpg,1,bright-20,1124,1,0.4005649823246912
8a88f573c.jpg,1,contrast+20%,1124,1,0.472253172765109
8a88f573c.jpg,1,contrast-20%,1124,1,0.5665713296940097
8a88f573c.jpg,2,original,0,0,0.4769278121742706
8a88f573c.jpg,2,bright+20,0,0,0.6326428579324935
8a88f573c.jpg,2,bright-20,0,0,0.3329518046980251
8a88f573c.jpg,2,contrast+20%,0,0,0.4461290084917872
8a88f573c.jpg,2,contrast-20%,0,0,0.522772146638161
8a88f573c.jpg,3,original,8424,1,0.3792352758865428
8a88f573c.jpg,3,bright+20,8424,1,0.5956005344014429
8a88f573c.jpg,3,bright-20,8424,1,0.21811129164728074
8a88f573c.jpg,3,contrast+20%,8424,1,0.30157014757295386
8a88f573c.jpg,3,contrast-20%,8424,1,0.47654787326439824
8445de2d9.jpg,0,original,0,0,0.8469412312331089
8445de2d9.jpg,0,bright+20,0,0,0.9685999656145766
8445de2d9.jpg,0,bright-20,0,0,0.9197148864767544
8445de2d9.jpg,0,contrast+20%,0,0,0.9466319780416901
8445de2d9.jpg,0,contrast-20%,0,0,0.9635273942241885
8445de2d9.jpg,1,original,0,0,0.3670805093464571
8445de2d9.jpg,1,bright+20,0,0,0.4398521088442458
8445de2d9.jpg,1,bright-20,0,0,0.3328699565224914
8445de2d9.jpg,1,contrast+20%,0,0,0.37956737817201147
8445de2d9.jpg,1,contrast-20%,0,0,0.38280233290388604
8445de2d9.jpg,2,original,3827,1,0.4542652670201887
8445de2d9.jpg,2,bright+20,3827,1,0.5747555660763838
8445de2d9.jpg,2,bright-20,3827,1,0.36711547640712494
8445de2d9.jpg,2,contrast+20%,3827,1,0.46528880631250624
8445de2d9.jpg,2,contrast-20%,3827,1,0.4716726578402365
8445de2d9.jpg,3,original,0,0,0.22708350297922145
8445de2d9.jpg,3,bright+20,0,0,0.4224501252514376
8445de2d9.jpg,3,bright-20,0,0,0.1395208871637251
8445de2d9.jpg,3,contrast+20%,0,0,0.18511133832849644
8445de2d9.jpg,3,contrast-20%,0,0,0.3130839588505368
d806c4bd6.jpg,0,original,0,0,0.5875050857446654
d806c4bd6.jpg,0,bright+20,0,0,0.9963895591510155
d806c4bd6.jpg,0,bright-20,0,0,0.997531663946116
d806c4bd6.jpg,0,contrast+20%,0,0,0.9949465411841341
d806c4bd6.jpg,0,contrast-20%,0,0,0.9913716066084368
d806c4bd6.jpg,1,original,3795,1,0.38048401158159695
d806c4bd6.jpg,1,bright+20,3795,1,0.729149340341942
d806c4bd6.jpg,1,bright-20,3795,1,0.7624617086328083
d806c4bd6.jpg,1,contrast+20%,3795,1,0.7429827322180528
d806c4bd6.jpg,1,contrast-20%,3795,1,0.7320644758731736
d806c4bd6.jpg,2,original,1876,1,0.18819049075747407
d806c4bd6.jpg,2,bright+20,1876,1,0.3285489193170634
d806c4bd6.jpg,2,bright-20,1876,1,0.14477636951075556
d806c4bd6.jpg,2,contrast+20%,1876,1,0.14804962310672848
d806c4bd6.jpg,2,contrast-20%,1876,1,0.256992839516034
d806c4bd6.jpg,3,original,0,0,0.3371048510212177
d806c4bd6.jpg,3,bright+20,0,0,0.5585388506499884
d806c4bd6.jpg,3,bright-20,0,0,0.18752665354947862
d806c4bd6.jpg,3,contrast+20%,0,0,0.25977192639292646
d806c4bd6.jpg,3,contrast-20%,0,0,0.43834703905469846
60fb3a793.jpg,0,original,0,0,0.7008471138127368
60fb3a793.jpg,0,bright+20,0,0,0.8334503282529155
60fb3a793.jpg,0,bright-20,0,0,0.5167172889101648
60fb3a793.jpg,0,contrast+20%,0,0,0.686529447405626
60fb3a793.jpg,0,contrast-20%,0,0,0.7206741785981281
60fb3a793.jpg,1,original,1718,1,0.5056732756569041
60fb3a793.jpg,1,bright+20,1718,1,0.6379766791775314
60fb3a793.jpg,1,bright-20,1718,1,0.3724017899357476
60fb3a793.jpg,1,contrast+20%,1718,1,0.5017718312053164
60fb3a793.jpg,1,contrast-20%,1718,1,0.533033958104541
60fb3a793.jpg,2,original,727,1,0.5738924315728111
60fb3a793.jpg,2,bright+20,727,1,0.8097291017705193
60fb3a793.jpg,2,bright-20,727,1,0.8080974931120624
60fb3a793.jpg,2,contrast+20%,727,1,0.8175117956179756
60fb3a793.jpg,2,contrast-20%,727,1,0.7944877853266262
60fb3a793.jpg,3,original,0,0,0.7163043490073984
60fb3a793.jpg,3,bright+20,0,0,0.9952714510768268
60fb3a793.jpg,3,bright-20,0,0,0.9972649648512932
60fb3a793.jpg,3,contrast+20%,0,0,0.9920557169401905
60fb3a793.jpg,3,contrast-20%,0,0,0.9863021507181773
cc69501eb.jpg,0,original,0,0,0.3407618751861422
cc69501eb.jpg,0,bright+20,0,0,0.372529248882444
